date,crop,market,state,arrival_quantity,price_min,price_max,modal_price
2025-01-15,Soybean,Nagpur,Maharashtra,270.6,4165.0,4733.0,4449.0
2025-01-15,Sugarcane,Aurangabad,Maharashtra,324.1,316.0,344.0,330.0
2025-01-15,Sugarcane,Bhopal,Madhya Pradesh,593.4,303.0,348.0,326.0
2025-01-15,Sugarcane,Karnal,Haryana,216.6,308.0,352.0,330.0
2025-01-15,Sugarcane,Pune,Maharashtra,293.8,327.0,358.0,343.0
2025-01-15,Tomato,Bengaluru,Karnataka,122.3,1418.0,1614.0,1516.0
2025-01-15,Tomato,Jaipur,Rajasthan,341.1,1145.0,1289.0,1217.0
2025-01-15,Tomato,Nashik,Maharashtra,378.4,1331.0,1437.0,1384.0
2025-01-15,Tomato,Pune,Maharashtra,356.8,1409.0,1565.0,1487.0
2025-01-15,Wheat,Aurangabad,Maharashtra,114.8,2282.0,2533.0,2408.0
2025-01-15,Wheat,Bhopal,Madhya Pradesh,104.1,2322.0,2550.0,2436.0
2025-01-15,Wheat,Indore,Madhya Pradesh,146.4,2233.0,2498.0,2366.0
2025-01-15,Wheat,Karnal,Haryana,139.6,2355.0,2556.0,2456.0
2025-01-15,Wheat,Ludhiana,Punjab,298.3,2421.0,2582.0,2502.0
2025-01-16,Cotton,Aurangabad,Maharashtra,179.1,6710.0,7168.0,6939.0
2025-01-16,Cotton,Indore,Madhya Pradesh,144.6,6398.0,6897.0,6647.0
2025-01-16,Cotton,Jaipur,Rajasthan,224.4,7123.0,7803.0,7463.0
2025-01-16,Cotton,Nagpur,Maharashtra,145.1,6912.0,7569.0,7240.0
2025-01-16,Maize,Bengaluru,Karnataka,171.7,2033.0,2284.0,2158.0
2025-01-16,Maize,Indore,Madhya Pradesh,206.2,1910.0,2061.0,1985.0
2025-01-16,Maize,Nagpur,Maharashtra,283.6,1986.0,2181.0,2084.0
2025-01-16,Maize,Nashik,Maharashtra,166.9,2032.0,2271.0,2151.0
2025-01-16,Onion,Bengaluru,Karnataka,268.0,1583.0,1731.0,1657.0
2025-01-16,Onion,Indore,Madhya Pradesh,103.5,1560.0,1778.0,1669.0
2025-01-16,Onion,Nashik,Maharashtra,208.7,1400.0,1594.0,1497.0
2025-01-16,Onion,Pune,Maharashtra,327.0,1578.0,1680.0,1629.0
2025-01-16,Potato,Bhopal,Madhya Pradesh,94.8,1175.0,1299.0,1237.0
2025-01-16,Potato,Jaipur,Rajasthan,146.5,1177.0,1354.0,1266.0
2025-01-16,Potato,Karnal,Haryana,237.6,1195.0,1323.0,1259.0
2025-01-16,Potato,Pune,Maharashtra,283.0,1147.0,1261.0,1204.0
2025-01-16,Pulses,Aurangabad,Maharashtra,136.6,5643.0,6474.0,6059.0
2025-01-16,Pulses,Bengaluru,Karnataka,233.8,6119.0,6866.0,6493.0
2025-01-16,Pulses,Indore,Madhya Pradesh,95.1,5395.0,6198.0,5797.0
2025-01-16,Pulses,Jaipur,Rajasthan,199.8,5596.0,6105.0,5851.0
2025-01-16,Rice,Bengaluru,Karnataka,246.8,3106.0,3546.0,3326.0
2025-01-16,Rice,Karnal,Haryana,249.3,2938.0,3288.0,3113.0
2025-01-16,Rice,Ludhiana,Punjab,197.7,3037.0,3435.0,3236.0
2025-01-16,Rice,Nagpur,Maharashtra,288.7,2839.0,3237.0,3038.0
2025-01-16,Soybean,Aurangabad,Maharashtra,252.8,4266.0,4872.0,4569.0
2025-01-16,Soybean,Bhopal,Madhya Pradesh,177.8,4003.0,4565.0,4284.0
2025-01-16,Soybean,Indore,Madhya Pradesh,160.5,4297.0,4704.0,4501.0
2025-01-16,Soybean,Nagpur,Maharashtra,100.9,4135.0,4705.0,4420.0
2025-01-16,Sugarcane,Aurangabad,Maharashtra,523.8,317.0,345.0,331.0
2025-01-16,Sugarcane,Bhopal,Madhya Pradesh,328.9,314.0,339.0,326.0
2025-01-16,Sugarcane,Karnal,Haryana,392.4,313.0,347.0,330.0
2025-01-16,Sugarcane,Pune,Maharashtra,336.5,320.0,363.0,341.0
2025-01-16,Tomato,Bengaluru,Karnataka,301.9,1394.0,1487.0,1441.0
2025-01-16,Tomato,Jaipur,Rajasthan,231.0,1140.0,1280.0,1210.0
2025-01-16,Tomato,Nashik,Maharashtra,119.7,1333.0,1472.0,1402.0
2025-01-16,Tomato,Pune,Maharashtra,143.5,1539.0,1731.0,1635.0
2025-01-16,Wheat,Aurangabad,Maharashtra,132.5,2283.0,2585.0,2434.0
2025-01-16,Wheat,Bhopal,Madhya Pradesh,108.7,2312.0,2573.0,2442.0
2025-01-16,Wheat,Indore,Madhya Pradesh,155.8,2188.0,2474.0,2331.0
2025-01-16,Wheat,Karnal,Haryana,258.2,2356.0,2507.0,2432.0
2025-01-16,Wheat,Ludhiana,Punjab,186.6,2368.0,2683.0,2525.0
2025-01-17,Cotton,Aurangabad,Maharashtra,131.5,6746.0,7277.0,7012.0
2025-01-17,Cotton,Indore,Madhya Pradesh,216.6,6354.0,6987.0,6671.0
2025-01-17,Cotton,Jaipur,Rajasthan,117.2,7201.0,7689.0,7445.0
2025-01-17,Cotton,Nagpur,Maharashtra,146.2,6944.0,7435.0,7190.0
2025-01-17,Maize,Bengaluru,Karnataka,133.6,2047.0,2311.0,2179.0
2025-01-17,Maize,Indore,Madhya Pradesh,136.5,1953.0,2088.0,2021.0
2025-01-17,Maize,Nagpur,Maharashtra,158.0,2008.0,2216.0,2112.0
2025-01-17,Maize,Nashik,Maharashtra,125.5,2080.0,2223.0,2151.0
2025-01-17,Onion,Bengaluru,Karnataka,277.2,1457.0,1615.0,1536.0
2025-01-17,Onion,Indore,Madhya Pradesh,180.0,1477.0,1682.0,1580.0
2025-01-17,Onion,Nashik,Maharashtra,143.1,1415.0,1515.0,1465.0
2025-01-17,Onion,Pune,Maharashtra,88.3,1489.0,1700.0,1594.0
2025-01-17,Potato,Bhopal,Madhya Pradesh,195.3,1126.0,1263.0,1195.0
2025-01-17,Potato,Jaipur,Rajasthan,119.5,1168.0,1333.0,1251.0
2025-01-17,Potato,Karnal,Haryana,74.4,1137.0,1295.0,1216.0
2025-01-17,Potato,Pune,Maharashtra,92.2,1151.0,1251.0,1201.0
2025-01-17,Pulses,Aurangabad,Maharashtra,189.2,5649.0,6281.0,5965.0
2025-01-17,Pulses,Bengaluru,Karnataka,131.0,6041.0,6708.0,6375.0
2025-01-17,Pulses,Indore,Madhya Pradesh,105.0,5542.0,6101.0,5821.0
2025-01-17,Pulses,Jaipur,Rajasthan,143.9,5726.0,6128.0,5927.0
2025-01-17,Rice,Bengaluru,Karnataka,127.9,3161.0,3566.0,3364.0
2025-01-17,Rice,Karnal,Haryana,101.6,2955.0,3270.0,3113.0
2025-01-17,Rice,Ludhiana,Punjab,99.7,3124.0,3333.0,3229.0
2025-01-17,Rice,Nagpur,Maharashtra,137.3,2972.0,3157.0,3065.0
2025-01-17,Soybean,Aurangabad,Maharashtra,167.1,4242.0,4842.0,4542.0
2025-01-17,Soybean,Bhopal,Madhya Pradesh,104.2,4093.0,4381.0,4237.0
2025-01-17,Soybean,Indore,Madhya Pradesh,196.9,4421.0,4748.0,4585.0
2025-01-17,Soybean,Nagpur,Maharashtra,177.5,4150.0,4690.0,4420.0
2025-01-17,Sugarcane,Aurangabad,Maharashtra,329.0,317.0,339.0,328.0
2025-01-17,Sugarcane,Bhopal,Madhya Pradesh,135.8,312.0,346.0,329.0
2025-01-17,Sugarcane,Karnal,Haryana,248.1,317.0,340.0,329.0
2025-01-17,Sugarcane,Pune,Maharashtra,234.0,327.0,356.0,342.0
2025-01-17,Tomato,Bengaluru,Karnataka,180.1,1382.0,1503.0,1443.0
2025-01-17,Tomato,Jaipur,Rajasthan,265.7,1097.0,1241.0,1169.0
2025-01-17,Tomato,Nashik,Maharashtra,188.4,1327.0,1430.0,1379.0
2025-01-17,Tomato,Pune,Maharashtra,206.2,1607.0,1756.0,1682.0
2025-01-17,Wheat,Aurangabad,Maharashtra,169.6,2228.0,2548.0,2388.0
2025-01-17,Wheat,Bhopal,Madhya Pradesh,96.5,2275.0,2615.0,2445.0
2025-01-17,Wheat,Indore,Madhya Pradesh,87.0,2196.0,2450.0,2323.0
2025-01-17,Wheat,Karnal,Haryana,165.1,2290.0,2497.0,2393.0
2025-01-17,Wheat,Ludhiana,Punjab,108.1,2369.0,2681.0,2525.0
2025-01-18,Cotton,Aurangabad,Maharashtra,150.0,6808.0,7493.0,7151.0
2025-01-18,Cotton,Indore,Madhya Pradesh,123.3,6302.0,6713.0,6507.0
2025-01-18,Cotton,Jaipur,Rajasthan,68.9,7234.0,7685.0,7459.0
2025-01-18,Cotton,Nagpur,Maharashtra,76.6,6946.0,7467.0,7206.0
2025-01-18,Maize,Bengaluru,Karnataka,150.1,2061.0,2291.0,2176.0
2025-01-18,Maize,Indore,Madhya Pradesh,188.1,1911.0,2078.0,1994.0
2025-01-18,Maize,Nagpur,Maharashtra,103.9,2013.0,2198.0,2106.0
2025-01-18,Maize,Nashik,Maharashtra,129.6,2045.0,2321.0,2183.0
2025-01-18,Onion,Bengaluru,Karnataka,229.7,1422.0,1551.0,1487.0
2025-01-18,Onion,Indore,Madhya Pradesh,174.5,1545.0,1735.0,1640.0
2025-01-18,Onion,Nashik,Maharashtra,138.6,1402.0,1500.0,1451.0
2025-01-18,Onion,Pune,Maharashtra,88.3,1556.0,1773.0,1664.0
2025-01-18,Potato,Bhopal,Madhya Pradesh,125.1,1119.0,1215.0,1167.0
2025-01-18,Potato,Jaipur,Rajasthan,78.7,1154.0,1293.0,1223.0
2025-01-18,Potato,Karnal,Haryana,108.5,1203.0,1288.0,1246.0
2025-01-18,Potato,Pune,Maharashtra,201.6,1145.0,1308.0,1227.0
2025-01-18,Pulses,Aurangabad,Maharashtra,176.6,5890.0,6363.0,6126.0
2025-01-18,Pulses,Bengaluru,Karnataka,101.2,6140.0,6715.0,6427.0
2025-01-18,Pulses,Indore,Madhya Pradesh,72.9,5616.0,6071.0,5844.0
2025-01-18,Pulses,Jaipur,Rajasthan,72.3,5601.0,6374.0,5988.0
2025-01-18,Rice,Bengaluru,Karnataka,62.8,3287.0,3537.0,3412.0
2025-01-18,Rice,Karnal,Haryana,104.3,2966.0,3188.0,3077.0
2025-01-18,Rice,Ludhiana,Punjab,154.6,3066.0,3470.0,3268.0
2025-01-18,Rice,Nagpur,Maharashtra,170.7,2875.0,3214.0,3044.0
2025-01-18,Soybean,Aurangabad,Maharashtra,123.9,4248.0,4702.0,4475.0
2025-01-18,Soybean,Bhopal,Madhya Pradesh,168.4,4102.0,4531.0,4317.0
2025-01-18,Soybean,Indore,Madhya Pradesh,177.3,4479.0,4829.0,4654.0
2025-01-18,Soybean,Nagpur,Maharashtra,100.6,4198.0,4760.0,4479.0
2025-01-18,Sugarcane,Aurangabad,Maharashtra,252.7,310.0,346.0,328.0
2025-01-18,Sugarcane,Bhopal,Madhya Pradesh,358.2,317.0,338.0,327.0
2025-01-18,Sugarcane,Karnal,Haryana,272.8,310.0,350.0,330.0
2025-01-18,Sugarcane,Pune,Maharashtra,254.1,320.0,366.0,343.0
2025-01-18,Tomato,Bengaluru,Karnataka,138.1,1208.0,1382.0,1295.0
2025-01-18,Tomato,Jaipur,Rajasthan,217.5,1034.0,1140.0,1087.0
2025-01-18,Tomato,Nashik,Maharashtra,144.8,1288.0,1409.0,1349.0
2025-01-18,Tomato,Pune,Maharashtra,171.7,1728.0,1853.0,1790.0
2025-01-18,Wheat,Aurangabad,Maharashtra,90.4,2212.0,2509.0,2360.0
2025-01-18,Wheat,Bhopal,Madhya Pradesh,100.5,2388.0,2586.0,2487.0
2025-01-18,Wheat,Indore,Madhya Pradesh,83.7,2227.0,2461.0,2344.0
2025-01-18,Wheat,Karnal,Haryana,169.6,2278.0,2561.0,2420.0
2025-01-18,Wheat,Ludhiana,Punjab,100.4,2430.0,2610.0,2520.0
2025-01-19,Cotton,Indore,Madhya Pradesh,149.0,6360.0,6908.0,6634.0
2025-01-19,Cotton,Jaipur,Rajasthan,121.5,6954.0,7985.0,7469.0
2025-01-19,Cotton,Nagpur,Maharashtra,161.6,6849.0,7673.0,7261.0
2025-01-19,Maize,Indore,Madhya Pradesh,121.7,1905.0,2082.0,1993.0
2025-01-19,Potato,Karnal,Haryana,200.5,1172.0,1304.0,1238.0
2025-01-19,Pulses,Jaipur,Rajasthan,130.1,5894.0,6360.0,6127.0
2025-01-19,Rice,Bengaluru,Karnataka,107.7,3209.0,3508.0,3358.0
2025-01-19,Rice,Karnal,Haryana,113.1,2997.0,3249.0,3123.0
2025-01-19,Rice,Nagpur,Maharashtra,175.1,2940.0,3145.0,3042.0
2025-01-19,Soybean,Bhopal,Madhya Pradesh,185.4,4104.0,4566.0,4335.0
2025-01-19,Sugarcane,Aurangabad,Maharashtra,135.1,308.0,348.0,328.0
2025-01-19,Sugarcane,Bhopal,Madhya Pradesh,232.0,315.0,340.0,327.0
2025-01-19,Sugarcane,Karnal,Haryana,325.1,310.0,349.0,330.0
2025-01-19,Sugarcane,Pune,Maharashtra,127.3,330.0,359.0,345.0
2025-01-19,Tomato,Pune,Maharashtra,161.7,1712.0,1892.0,1802.0
2025-01-19,Wheat,Bhopal,Madhya Pradesh,121.5,2320.0,2579.0,2450.0
2025-01-19,Wheat,Indore,Madhya Pradesh,127.7,2205.0,2461.0,2333.0
2025-01-20,Cotton,Aurangabad,Maharashtra,151.6,6871.0,7400.0,7136.0
2025-01-20,Cotton,Indore,Madhya Pradesh,225.6,6339.0,6770.0,6554.0
2025-01-20,Cotton,Jaipur,Rajasthan,174.1,7234.0,7715.0,7475.0
2025-01-20,Cotton,Nagpur,Maharashtra,136.8,6715.0,7513.0,7114.0
2025-01-20,Maize,Bengaluru,Karnataka,245.8,2004.0,2243.0,2123.0
2025-01-20,Maize,Indore,Madhya Pradesh,216.2,1887.0,2121.0,2004.0
2025-01-20,Maize,Nagpur,Maharashtra,77.2,2123.0,2312.0,2217.0
2025-01-20,Maize,Nashik,Maharashtra,223.7,2001.0,2279.0,2140.0
2025-01-20,Onion,Bengaluru,Karnataka,314.1,1373.0,1528.0,1451.0
2025-01-20,Onion,Indore,Madhya Pradesh,173.1,1487.0,1612.0,1549.0
2025-01-20,Onion,Nashik,Maharashtra,216.8,1490.0,1584.0,1537.0
2025-01-20,Onion,Pune,Maharashtra,255.8,1487.0,1708.0,1598.0
2025-01-20,Potato,Bhopal,Madhya Pradesh,238.4,1079.0,1236.0,1157.0
2025-01-20,Potato,Jaipur,Rajasthan,227.1,1116.0,1271.0,1194.0
2025-01-20,Potato,Karnal,Haryana,144.0,1148.0,1321.0,1234.0
2025-01-20,Potato,Pune,Maharashtra,136.3,1195.0,1326.0,1261.0
2025-01-20,Pulses,Aurangabad,Maharashtra,213.3,5891.0,6566.0,6228.0
2025-01-20,Pulses,Bengaluru,Karnataka,237.6,6011.0,6509.0,6260.0
2025-01-20,Pulses,Indore,Madhya Pradesh,125.6,5602.0,6035.0,5818.0
2025-01-20,Pulses,Jaipur,Rajasthan,247.5,5844.0,6530.0,6187.0
2025-01-20,Rice,Bengaluru,Karnataka,203.8,3129.0,3517.0,3323.0
2025-01-20,Rice,Karnal,Haryana,142.6,2961.0,3279.0,3120.0
2025-01-20,Rice,Ludhiana,Punjab,222.2,3110.0,3455.0,3283.0
2025-01-20,Rice,Nagpur,Maharashtra,261.3,2873.0,3255.0,3064.0
2025-01-20,Soybean,Aurangabad,Maharashtra,87.1,4253.0,4715.0,4484.0
2025-01-20,Soybean,Bhopal,Madhya Pradesh,124.3,4068.0,4525.0,4297.0
2025-01-20,Soybean,Indore,Madhya Pradesh,129.3,4324.0,4796.0,4560.0
2025-01-20,Soybean,Nagpur,Maharashtra,145.7,4220.0,4746.0,4483.0
2025-01-20,Sugarcane,Aurangabad,Maharashtra,485.7,313.0,341.0,327.0
2025-01-20,Sugarcane,Bhopal,Madhya Pradesh,313.6,318.0,340.0,329.0
2025-01-20,Sugarcane,Karnal,Haryana,265.6,311.0,348.0,329.0
2025-01-20,Sugarcane,Pune,Maharashtra,357.7,326.0,361.0,344.0
2025-01-20,Tomato,Bengaluru,Karnataka,130.4,1402.0,1497.0,1449.0
2025-01-20,Tomato,Jaipur,Rajasthan,209.4,1013.0,1118.0,1065.0
2025-01-20,Tomato,Nashik,Maharashtra,192.4,1455.0,1546.0,1500.0
2025-01-20,Tomato,Pune,Maharashtra,194.2,1825.0,1958.0,1892.0
2025-01-20,Wheat,Aurangabad,Maharashtra,122.6,2262.0,2475.0,2368.0
2025-01-20,Wheat,Bhopal,Madhya Pradesh,161.3,2358.0,2630.0,2494.0
2025-01-20,Wheat,Indore,Madhya Pradesh,247.6,2216.0,2382.0,2299.0
2025-01-20,Wheat,Karnal,Haryana,254.8,2316.0,2531.0,2424.0
2025-01-20,Wheat,Ludhiana,Punjab,247.0,2434.0,2604.0,2519.0
2025-01-21,Cotton,Aurangabad,Maharashtra,237.7,6705.0,7434.0,7070.0
2025-01-21,Cotton,Indore,Madhya Pradesh,136.3,6459.0,7153.0,6806.0
2025-01-21,Cotton,Jaipur,Rajasthan,161.6,7333.0,7814.0,7574.0
2025-01-21,Cotton,Nagpur,Maharashtra,128.2,6433.0,7369.0,6901.0
2025-01-21,Maize,Bengaluru,Karnataka,319.0,2015.0,2248.0,2132.0
2025-01-21,Maize,Indore,Madhya Pradesh,231.2,1927.0,2107.0,2017.0
2025-01-21,Maize,Nagpur,Maharashtra,169.0,2085.0,2300.0,2192.0
2025-01-21,Maize,Nashik,Maharashtra,97.1,2033.0,2256.0,2144.0
2025-01-21,Onion,Bengaluru,Karnataka,151.4,1549.0,1660.0,1605.0
2025-01-21,Onion,Indore,Madhya Pradesh,235.2,1559.0,1676.0,1618.0
2025-01-21,Onion,Nashik,Maharashtra,333.3,1525.0,1719.0,1622.0
2025-01-21,Onion,Pune,Maharashtra,235.3,1476.0,1664.0,1570.0
2025-01-21,Potato,Bhopal,Madhya Pradesh,118.4,1106.0,1190.0,1148.0
2025-01-21,Potato,Jaipur,Rajasthan,241.9,1154.0,1261.0,1208.0
2025-01-21,Potato,Karnal,Haryana,144.4,1157.0,1231.0,1194.0
2025-01-21,Potato,Pune,Maharashtra,105.9,1213.0,1339.0,1276.0
